S.NO.,Date,SHIFT ,Incidnet No #,Data connecter,Priority,Alert/Incident,Name of the Shift Engineer,Handover Shift Engineer,Reported time Stamp,Responded Time stamp,MTTD (Mins),Resolution Time Stamp,MTTR    (Mins),Time To Breach SLA,Remaining Mins to Breach,Resolver Comments,VIP Users ,RULE,Service owner,Status,Remarks / Comments,False / True Positive,WHy False Positive,Justification,Quality Audit,Description,,,,,,,,,,,,,,,,,,,,
382,18-Sep-25,Morning ,213054,AD,Medium,Incident,Saranya,"Harish,Navtesh,Ashiesh",9/18/2025 7:26,9/18/2025 7:35,9.00,9/18/2025 7:39,13.00,9/18/2025 11:26,Resolved,"User Name - eholland@arcutis.com, Location: US closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP and IP reputataion is Malicious (156.225.38.57)  and IP Address involved in Password Spraying activity on Entra No successful compromise activity seen Closing as TP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Sep-18-25 ( 213054 ).xlsx,True Positive,,Alert not reflected in the console after sometime it got trigger some conflict error,Pass,,,,,,,,,,,,,,,,,,,,,
383,18-Sep-25,Morning ,213055,AD,Medium,Alert,Saranya,"Harish,Navtesh,Ashiesh",9/18/2025 12:30,9/18/2025 12:32,2.00,9/18/2025 12:36,6.00,9/18/2025 16:30,Resolved,"Observed the events , 4 users were seen , where all failed attempts were seen and the reason is - Authentication failed during strong authentication request clean IPv6and Ipv4 were detected and no malicious activity was seen",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019-Sep-18-25 ( 213055 ).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
384,18-Sep-25,Morning ,213056,AD,Medium,Incident,Saranya,"Harish,Navtesh,Ashiesh",9/18/2025 13:24,9/18/2025 13:29,5.00,9/18/2025 13:37,13.00,9/18/2025 17:24,Resolved,"User Name - eholland@arcutis.com, Location: US closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP and IP reputataion is Malicious (156.225.32.133,156.225,35,164)  and IP Address involved in Password Spraying activity on Entra No successful compromise activity seen Closing as TP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297-Sep-18-25 ( 213056 ).xlsx,True Positive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
385,18-Sep-25,Morning ,213057,AD,Low,Alert,Saranya,"Harish,Navtesh,Ashiesh",9/18/2025 13:57,9/18/2025 14:01,4.00,9/18/2025 14:03,6.00,9/18/2025 21:57,Resolved,"Triaging Steps performed: Check reputation are clean  check history -- no suspicious activities, closure comments: Observed the events, 2 users  location is US and MX there are Non-Interactive signin logs detected, reason being failed Access has been blocked due to conditional access policies. MFA requirement satisfied by claim in the token and sign in logs and user is using known apps and clean. closing as FP.",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule 002-Sep-18-25 ( 213057 ).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
386,18-Sep-25,Afternoon,213058,AD,Low,Alert,Harish,"Venkat, Sarvesh ",9/18/2025 14:58,9/18/2025 15:00,2.00,9/18/2025 15:05,7.00,9/18/2025 22:58,Resolved,"Checked the events the ips is clean 2409:40f0:11dc:ee2e:1dfe:82d0:e8ba:28f8 checked the sign-in logs for the user adminvkomaara@arcutis.com the location is IN , User is using known apps failed due to Access has been blocked due to conditional access policies. nothing suspicious was found closing as FP",No,Rule#118-Failed login attempts to Azure Portal,Sentinel,Closed,Rule 118-18-Sep-25 (213058),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
387,18-Sep-25,Afternoon,213059,AD,Medium,Incident,Harish,"Venkat, Sarvesh ",9/18/2025 15:25,9/18/2025 15:29,4.00,9/18/2025 15:40,15.00,9/18/2025 19:25,Resolved,"Triaging Steps performed: Check IP(222.174.142.78"",""122.225.203.106"",""123.129.245.249) Reputation - malicious ,User Name: canada@arcutis.com Location: CH closure comments Observed the events, no successful sign in observed, checked sign in logs, the are IPs malcious, Sign-in was blocked because it came from an IP address with malicious activity, No successful compromise activity seen closing as TP
 ",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,Rule#184- sept -18-25 ( 213059 ),True Positive,,took time to check sign in logs ,Pass,,,,,,,,,,,,,,,,,,,,,
388,18-Sep-25,Afternoon,213060,Sophos,High,Incident,Harish,"Venkat, Sarvesh ",9/18/2025 17:54,9/18/2025 17:55,1.00,9/18/2025 18:41,47.00,9/18/2025 18:54,Resolved,Observed the events sophos services are not running so raised the tickect Device-ARQ-PROCDNA-1\Arcutis and the Incident ID (INC0096270) closing as TP,No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sentinel,Closed,Rule 280-Sep-18-25 ( 213060),True Positive,Legitimate user,Sophos services are missing or not running.raised ticket ,Pass,,,,,,,,,,,,,,,,,,,,,
389,18-Sep-25,Afternoon,213061,AD,Medium,Alert,Harish,"Venkat, Sarvesh ",9/18/2025 18:27,9/18/2025 18:29,2.00,9/18/2025 18:32,5.00,9/18/2025 22:27,Resolved,"Triaging steps : Checked the events, user jgreenwood@arcutis.com has elevated his role by activating PIM,and location is US, IP (136.226.74.163) is clean Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 18th Sept'25 (213061),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
390,18-Sep-25,Afternoon,213062,Sophos,High,Alert,Harish,"Venkat, Sarvesh ",9/18/2025 19:55,9/18/2025 19:58,3.00,9/18/2025 20:11,16.00,9/18/2025 20:55,Resolved,Observed the events sophos services are running successfully for device AzureAD\EdShupenus. closing as FP,No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sentinel,Closed,Rule 280-Sep-18-25 ( 213060),FalsePositive,Legitimate user,Sophos Alert ,Pass,,,,,,,,,,,,,,,,,,,,,
391,18-Sep-25,Afternoon,213063,AD,Medium,Alert,Harish,"Venkat, Sarvesh ",9/18/2025 20:00,9/18/2025 20:04,4.00,9/18/2025 20:13,13.00,9/19/2025 0:00,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, checked signin logs for the user(tlin@hexagonhs.com,npatel@arcutis.com, ggalian@arcutis.com, pburnett@arcutis.com) location is US,IPs(24.44.50.208, 67.80.128.115,69.126.140.175,69.112.12.147) are clean checked the sign-in logs known location and device and and apps, No suspicious activities found so closing as FP",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule#008-Sep-18-25 (213063),False Positive,IP Clean,,Pass,,,,,,,,,,,,,,,,,,,,,
392,18-Sep-25,Afternoon,213064,AD,Medium,Alert,Ashiesh,"Venkat, Sarvesh ",9/18/2025 20:57,9/18/2025 20:58,1.00,9/18/2025 21:07,10.00,9/19/2025 0:57,Resolved,"Checked events the ip is clean [114.241.36.104] checked the events users are swang@arcutis.com, checked the signinlogs the location is CN and The user is using known apps and device , all are failure attempts checked logs of last 5 months, closing as fp",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule021-SEP-18-25 (213064),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
393,18-Sep-25,Afternoon,213065,AD,Medium,Incident,Harish,"Venkat, Sarvesh ",9/18/2025 20:57,9/18/2025 20:58,1.00,9/18/2025 21:03,6.00,9/19/2025 0:57,Resolved,"Observed the events , checked the sigin logs for the account media@arcutis.com, all failed attempts were seen , the app seen was Office 365 Exchange Online, IP's are malicious , No successful login attempt found, Sign-in was blocked because it came from an IP address with malicious activityclosing as TP",No,Rule#043-Anomalous sign-in location by user account and authenticating application,Sentinel,Closed,Rule 043-sept-18-25 (213065),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
394,18-Sep-25,Afternoon,213066,AD,Medium,Alert,Ashiesh,"Venkat, Sarvesh ",9/18/2025 21:37,9/18/2025 21:39,2.00,9/18/2025 21:45,8.00,9/19/2025 1:37,Resolved,"Observed the events , user - gracekim@katalystadvantage.com was seen and only 5 folders were downloaded , checked the BOX events , it is related to SVG-Midnight blue-RGB LAYERED_Campaign Boxed RGB ZORYVE-ad-only-pre-0.05-yellow-REV-RGB.svg ZORYVE-icons-MidnightBlue-RGB-Anxiety or depression.svg ,no malicious activity was seen, User has done this activity in past also , closing as FP",No,Rule#295- Detect the number of deletions or downloads from a particular user in a day.,Sentinel,Closed,Rule#295 18-Sept'25 (213066),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
395,18-Sep-25,Afternoon,213067,AD,Medium,Alert,Harish,"Venkat, Sarvesh ",9/18/2025 22:00,9/18/2025 22:00,0.00,9/18/2025 22:06,6.00,9/19/2025 2:00,Resolved,"checked the logs jgreenwood@arcutis.com was Update the policy and this activity performed by admin checked audit logs , sign in logs , no malicious activity was seen, Ip (57.154.129.4) is clean, closing this as BP",No,Rule#263-Detect unauthorized or changes in AD which allows access to critical business assets and review,Sentinel,Closed,Rule#263 - 18th Sept '2025 (213067),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
396,18-Sep-25,Night,213068,Avanan,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 10:00,9/18/2025 10:02,2.00,9/18/2025 10:17,17.00,9/18/2025 14:00,Resolved,"Triaging Steps performed : Observed the events, Arcutis user(obarkhordarian@arcutis.com) sent business related mail to (""mypharmacyofbigbend538@gmail.com, ext:westsidepharmacybrandon@gmail.com, ext:brandee.durham@cardinalhealth.com, "") , subject - RE: UA-UA9019-43658-44964-Payment Status Request - 2nd Follow Up, No suspicious mail or activity was detected, Closing as false positive.",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,,FalsePositive,Legitimate user,Rule 267-18th Sep'25 (213068).xlsx,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
397,18-Sep-25,Night,213069,AD,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 10:05,9/18/2025 10:06,1.00,9/18/2025 10:17,12.00,9/18/2025 14:05,Resolved,"Observed the events , 10 users were seen and users have reset there password, action count is less only, clean IPs detected and IPs clean, no malicious activity was seen so, closing as FP.",No,Rule#017-Tracking Password Changes,Sentinel,Closed,,FalsePositive,Legitimate user,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
398,18-Sep-25,Night,213070,AD,Medium,Incident,venkat,"Umika, saranya & Ashiesh",9/18/2025 10:55,9/18/2025 11:00,5.00,9/18/2025 11:11,16.00,9/18/2025 14:55,Resolved,"Triaging Steps performed: Check IP(58.252.223.83, 124.89.60.158) Reputation - malicious ,User Name: canada@arcutis.com Location: CN, closure comments Observed the events, no successful sign in observed, checked sign in logs, the are IPs malcious, Sign-in was blocked because it came from an IP address with malicious activity, No successful compromise activity seen closing as TP",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,,True Positive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
399,18-Sep-25,Night,213071,AD,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 10:57,9/18/2025 11:01,4.00,9/18/2025 11:16,19.00,9/18/2025 14:57,Resolved,"Triaging steps : Checked the events, user etheilig@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
400,18-Sep-25,Night,213072,AD,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 11:00,9/18/2025 11:01,1.00,9/18/2025 11:13,13.00,9/18/2025 15:00,Resolved,"Observed the events , user -adminckrishnabheema@arcutis.com was seen , where the role elevated was Cognitive Services Contributor, checked the sigin logs for the user , no malicious activity was seen",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
401,18-Sep-25,Night,213073,Box,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 11:00,9/18/2025 11:01,1.00,9/18/2025 11:09,9.00,9/18/2025 15:00,Resolved,"Triaging steps: observed the events , checked the BOX logs events , Box Admin, Laura Kennedy, Grace Kim, Elizabeth Dallas-Miller, Kim Strzykalski, downloaded business related files from Box, downloaded size (2176292621, 9100317190, 168064534471, 3446737340, 4471489092) and No malicious activity detected, so closing it as a false positive Escalating (Yes/ No) No",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
402,18-Sep-25,Night,213074,AD,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 11:30,9/18/2025 11:30,0.00,9/18/2025 11:38,8.00,9/18/2025 15:30,Resolved,"Triaging steps: By checked the events there is 1 user (vpriest@arcutis.com) triggerd in this alert and by checking the audit logs of the users there were found user accounts was disabled and by checking the signin logs of the users, we could see no successful attempt found after disabling the account.and ip (2600:1702:6710:b5b0:a003:1e51:f09d:9e65) clean Escalating (Yes/No) No.",No,Rule#283- Attempts to sign in to disabled accounts by IP address,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
403,18-Sep-25,Night,213075,Box,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 11:52,9/18/2025 11:55,3.00,9/18/2025 12:00,8.00,9/18/2025 15:52,Resolved,"Triaging steps: By observing the events arcutis user(sdiffner@arcutis.com), file was Canadian Global Comments 091225.xlsx which are business related, by observings additional details, these all are collaboration invites for business purpose and communications, IPs is clean(47.148.47.226) nothing suspicious found, closing it as a false positive Escalating (Yes/ No)",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
404,18-Sep-25,Night,213076,AD,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 11:52,9/18/2025 11:55,3.00,9/18/2025 12:03,11.00,9/18/2025 15:52,Resolved,"Triaging Steps performed: Initiated by Microsoft Substrate Management Closure Comments - checked the events we could see the two users(spanigrahi@arcutis.com, rgolla@arcutis.com, vbadardinni@arcutis.com,dwetherill@arcutis.com, nkell@arcutis.com, cyouel@arcutis.com ) were added by ""Microsoft Substrate Management, it is a legitimate activity, , closing as False positive Escalating (yes/ No) No",No,Rule#003-New User configuration alert,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
405,18-Sep-25,Night,213077,AD,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 11:57,9/18/2025 11:58,1.00,9/18/2025 12:04,7.00,9/18/2025 15:57,Resolved,"Triaging steps : Checked the events, user jgreenwood@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
406,18-Sep-25,Night,213078,AD,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 12:00,9/18/2025 12:02,2.00,9/18/2025 12:05,5.00,9/18/2025 16:00,Resolved,"Observed the events , 8 users were seen , where all failed attempts were seen and the reason is - Authentication failed during strong authentication request,Access has been blocked,and clean IPs were detected and no malicious activity was seen",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
407,18-Sep-25,Night,213079,AD,Medium,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 12:54,9/18/2025 12:59,5.00,9/18/2025 13:08,14.00,9/18/2025 16:54,Resolved,"User Name - eholland@arcutis.com, Location: US closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP and IP reputataion is clean (156.225.32.32) and IP Address involved in Password Spraying activity on Entra No successful compromise activity seen Closing as TP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,,FalsePositive,,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
408,18-Sep-25,Night,213080,AD,Low,Alert,venkat,"Umika, saranya & Ashiesh",9/18/2025 13:27,9/18/2025 13:27,0.00,9/18/2025 13:29,2.00,9/18/2025 21:27,Resolved,"Triaging Steps performed: Check Ip reputation are clean check history -- no suspicious activities, closure comments: Observed the events, users land location is US, MX and there are Non-Interactive signin logs detected, reason being failed ""[ Due to a configuration change made by your administrator) and sign in logs and user is using known apps and clean ip nothing suspicious . closing as fp",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,,FalsePositive,Legitimate user,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
409,18-Sep-25,Night,213081,AD,Medium,Alert,uday,"Umika, saranya & Ashiesh",9/19/2025 4:27,9/19/2025 4:29,2.00,9/19/2025 4:30,3.00,9/19/2025 8:27,Resolved,"Checked the events, user jgreenwood@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 18th Sept'25 ( 213081).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
410,18-Sep-25,Night,213082,AD,Medium,Alert,uday,"Umika, saranya & Ashiesh",9/19/2025 4:27,9/19/2025 4:29,2.00,9/19/2025 4:31,4.00,9/19/2025 8:27,Resolved,"Checked the events, user jfrommer@arcutis.com has elevated his role by activating PIM, and location is US, Checked audit logs and sign in logs No suspicious activty found, Escalating : No closing it as FP",No,Rule#016-User added to Microsoft Entra ID Privileged Groups,Sentinel,Closed,Rule#016- 18th Sept'25 ( 213082).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
411,18-Sep-25,Night,213083,AD,Medium,Alert,uday,"Umika, saranya & Ashiesh",9/19/2025 5:28,9/19/2025 5:31,3.00,9/19/2025 5:37,9.00,9/19/2025 9:28,Resolved,"By checking the audit logs of the user(jgreenwood), userUpdate application – Certificates and secrets management and the target application was NordVPN SSO and this activity performed by admin and IP 165.225.38.133 is clean i checked logs , nothing suspicious, closing as FP",No,Rule#130- New access credential added to Application or Service Principal,Sentinel,Closed,Rule#130- 18th Sep'25 (213083).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
412,18-Sep-25,Night,213084,AD,Medium,Alert,uday,"Umika, saranya & Ashiesh",9/19/2025 6:22,9/19/2025 6:23,1.00,9/19/2025 6:27,5.00,9/19/2025 10:22,Resolved,"Observed the events , user - adminjseibert@arcutis.com has initiated and configured for the users - sthangallapally@arcutis.com,aupadhyay@arcutis.com, also checked the Ip - 4.150.190.99 is clean, operation name is add user, no malicious activity was seen, closing as FP",No,Rule#003-New User configuration alert,Sentinel,Closed,Rule 003- 18th Sept'25 (213084).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
413,18-Sep-25,Night,213085,AD,High,Alert,uday,"Umika, saranya & Ashiesh",9/19/2025 6:22,9/19/2025 6:23,1.00,9/19/2025 6:41,19.00,9/19/2025 7:22,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected IPs(2607:fb91:202:d1c:e04b:1b16:ae06:901e, 2600:387:8:7:0:0:0:82)are clean change the location with in US and user(jminardi@arcutis.com) using known apps and MFA satisfied No suspicious activities found closing as FP",No,Rule#286- Atypical travel,Sentinel,Closed,Rule #286 - 18th Sept'25 (213085).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
414,18-Sep-25,Morning ,213086,Sophos,High,Incident,Saranya,"Navtes,Harish&Dhroovi",9/19/2025 7:39,9/19/2025 7:42,3.00,9/19/2025 7:51,12.00,9/19/2025 8:39,Resolved,Observed the events sophos services are not running so raised the tickect Device-ARQ-PC-138  and the Incident ID (INC0096291) closing as TP,No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sentinel,Closed,Rule 280-Sep-19-25 ( 213086 ).xlsx,True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
415,18-Sep-25,Morning ,213087,AD,High,Alert,Saranya,"Navtes,Harish&Dhroovi",9/19/2025 7:43,9/19/2025 7:50,7.00,9/19/2025 7:54,11.00,9/19/2025 8:43,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected IPv6sare clean change the location with in US and  using known apps and MFA satisfied No suspicious activities found closing as FP",No,Rule#286- Atypical travel,Sentinel,Closed,Rule #286-Sep-19-25 ( 213087 ).xlsx,FalsePositive,Legitimate user,raising the service tickect,Pass,,,,,,,,,,,,,,,,,,,,,
416,18-Sep-25,Morning ,213088,AD,Medium,Alert,Saranya,"Navtes,Harish&Dhroovi",9/19/2025 12:30,9/19/2025 12:31,1.00,9/19/2025 12:37,7.00,9/19/2025 16:30,Resolved,"Observed the events , 4 users were seen , where all failed attempts were seen and the reason is - Authentication failed during strong authentication request clean IPv6and Ipv4 were detected and no malicious activity was seen",No,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019-Sep-19-25 ( 213088 ).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
417,18-Sep-25,Morning ,213089,AD,Medium,Alert,Saranya,"Navtes,Harish&Dhroovi",9/19/2025 13:17,9/19/2025 13:18,1.00,9/19/2025 13:21,4.00,9/19/2025 17:17,Resolved,"Triaging Steps performed : As checked the events we could see admin Iwalsh@arcutis.com successfully changed the password, action count is 2 only, nothing suspicious, closing as False positive. Escalating (yes/ No) No",No,Rule#214-Exchange admin password change,Sentinel,Closed,Rule 214-Sep-19-25( 213089 ).xlsx,FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
418,18-Sep-25,Morning ,213090,AD,Medium,Alert,Ashiesh,"Navtes,Harish&Dhroovi",9/19/2025 13:24,9/19/2025 13:26,2.00,9/19/2025 13:33,9.00,9/19/2025 17:24,Resolved,"User Name - eholland@arcutis.com, Location: US closure comments Observed the events, as checked sign in logs There was no successful attempt from these IP and IP reputation is clean(216.73.160.241) in VT Closing as FP",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,Rule#297- 19th Sept'25 (213090),FalsePositive,Clean ip,,Pass,,,,,,,,,,,,,,,,,,,,,
419,18-Sep-25,Morning ,213091,AD,Low,Alert,Saranya,"Navtes,Harish&Dhroovi",9/19/2025 13:57,9/19/2025 13:59,2.00,9/19/2025 14:04,7.00,9/19/2025 21:57,Resolved,"Triaging Steps performed: Check Ip reputation are clean check history -- no suspicious activities, closure comments: Observed the events, 4 users and location is US, MX and there are Non-Interactive signin logs detected, reason being failed ""[ Due to a configuration change made by your administrator) and sign in logs and user is using known apps and clean ip nothing suspicious . closing as fp",No,Rule#002-Attempt to bypass conditional access rule in Microsoft Entra ID,Sentinel,Closed,Rule 002-Sep-19-25( 213091 ).xlsx,FalsePositive,,,Pass,,,,,,,,,,,,,,,,,,,,,
420,19-Sep-25,Afternoon,213092,AD,Medium,Alert,Harish,Venkat & Uday,9/19/2025 14:50,9/19/2025 14:50,0.00,9/19/2025 14:55,5.00,9/19/2025 18:50,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities closure comments :As checked the events we could see admin lwalsh@arcutis.com successfully changed the password, action count is 2 only,also checked the audit logs of the user, nothing suspicious, closing as False positive. Escalating (yes/ No) No",No,Rule#216-User admin password change_O365,Sentinel,Closed,Rule#216 19th Aug '25 (213092),FalsePositive,Legitimate user,,Pass,,,,,,,,,,,,,,,,,,,,,
421,19-Sep-25,Afternoon,213093,AD,Medium,Incident,Harish,Venkat & Uday,9/19/2025 15:25,9/19/2025 15:26,1.00,9/19/2025 15:31,6.00,9/19/2025 19:25,Resolved,"Triaging Steps performed: Check IP(219.131.172.138"",""218.29.196.162"",""210.12.68.242"") Reputation - malicious ,User Name: canada@arcutis.com Location: CN, closure comments Observed the events, no successful sign in observed, checked sign in logs, the are IPs malcious, Sign-in was blocked because it came from an IP address with malicious activity, No successful compromise activity seen closing as TP",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,Rule#184- sept -19-25 (213093),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
422,19-Sep-25,Afternoon,213094,AD,Medium,Incident,Harish,Venkat & Uday,9/19/2025 19:26,9/19/2025 19:26,0.00,9/19/2025 19:29,3.00,9/19/2025 23:26,Resolved,"Triaging Steps performed: Check IP(37.113.129.120"",""95.31.209.102,110.189.153.136"",""221.209.48.203"") Reputation - malicious ,User Name: canada@arcutis.com Location: CN, closure comments Observed the events, no successful sign in observed, checked sign in logs, the are IPs malcious, Sign-in was blocked because it came from an IP address with malicious activity, No successful compromise activity seen closing as TP",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,Rule#184- sept -19-25 (213094),True Positive,,,Pass,,,,,,,,,,,,,,,,,,,,,
423,19-Sep-25,Afternoon,213095,AD,Medium,Alert,Harish,Venkat & Uday,9/19/2025 20:00,9/19/2025 20:00,0.00,9/19/2025 20:05,5.00,9/20/2025 0:00,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- No suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, checked signin logs for the user(mford@arcutis.com,npatel@arcutis.com, ggalian@arcutis.com, pburnett@arcutis.com) location is US,IPs(69.112.12.147, 69.122.216.223,
67.80.128.115, 69.126.140.175) are clean checked the sign-in logs known location and device and and apps, No suspicious activities found so closing as FP",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule#008-Sep-19-25 (213095),FalsePositive,IP Clean,,Pass,,,,,,,,,,,,,,,,,,,,,
424,19-Sep-25,Afternoon,213096,AD,Low,Alert,Harish,Venkat & Uday,9/19/2025 20:54,9/19/2025 20:56,2.00,9/19/2025 21:07,13.00,9/20/2025 4:54,Resolved,"Checked the events the ip is clean, 85.73.167.194, the user is arankine@arcutis.com, checked the sigin-in logs of the user user is using mobile device with clean IP and location is GR and using known apps. nothing suspicious found. closing as FP",No,Rule#025-Anomalous Single Factor Signin,Sentinel,Closed,Rule#263 -19th Aug'2025 (213096),FalsePositive,IP Clean,,Pass,,,,,,,,,,,,,,,,,,,,,
425,19-Sep-25,Afternoon,213097,AD,Medium,Alert,Dhroovi ,Venkat & Uday,9/19/2025 20:57,9/19/2025 21:02,5.00,9/19/2025 21:16,19.00,9/20/2025 0:57,Resolved,"checked the sign in logs of 3 users  the locations was CZ, CN , JP all are failed attempts ip is also clean users using known apps hence closing as FP ",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule#021-Sep-19-25 (211202),FalsePositive,IP Clean,,Fail,Missing rule id templates,,,,,,,,,,,,,,,,,,,,
